# Experiment_2020-09-01-085942: Experiment Data Table,,,,,,,,,,,,,,,,
Plate Name,Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,N23,2,364500,,318,318,355,354.5,14.56101411,,,753.1975453,1368.189309,63.56793516
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,I23,2,40500,,1502,1502,1399,1399,10.41200836,,,2264.004517,2075.640177,12.83398762
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,H23,2,13500,,3218,3218,3350,3349.5,5.552144602,,,1795.346233,1874.803677,5.993683332
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,J23,2,40500,,1296,1296,1399,1399,10.41200836,,,1887.275838,2075.640177,12.83398762
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,D23,2,1500,,23494,23494,24435,24435,5.446183598,,,1545.132797,1607.18127,5.459856566
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,E23,2,4500,,10981,10981,10005,10004.5,13.80358382,,,2151.964983,1957.255579,14.06871345
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,O23,2,1093500,,255,255,243,242.5,7.289760631,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,K23,2,121500,,694,694,634,634,13.38372457,,,2345.286979,2012.792906,23.36145096
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,P23,2,1093500,,230,230,243,242.5,7.289760631,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,F23,2,4500,,9028,9028,10005,10004.5,13.80358382,,,1762.546176,1957.255579,14.06871345
Plate_1LK05AB112,Sample 19,SARS-COV2 N-protein,A23,2,500,,97806,97806,83222,83222,24.78297877,,,2136.515898,1819.349464,24.65392612
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,N06,2,364500,,220,220,206,205.5,9.978635842,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,M06,2,364500,,191,191,206,205.5,9.978635842,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,H06,2,13500,,2159,2159,2544,2544,21.40220997,,,1154.054694,1387.315855,23.77837006
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,C06,2,1500,,22145,22145,20625,20625,10.42232541,,,1456.127741,1355.750162,10.47061168
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,D06,2,1500,,19105,19105,20625,20625,10.42232541,,,1255.372582,1355.750162,10.47061168
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,J06,2,40500,,938,938,916,916,3.396582792,,,1230.878499,1190.447469,4.803077213
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,O06,2,1093500,,203,203,191,191,8.885111387,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,I06,2,40500,,894,894,916,916,3.396582792,,,1150.016439,1190.447469,4.803077213
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,K06,2,121500,,477,477,410,410,23.11031919,,,1141.066704,766.4711587,69.11650809
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,E06,2,4500,,7001,7001,6703,6702.5,6.298287928,,,1357.558386,1297.823427,6.5092051
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,P06,2,1093500,,179,179,191,191,8.885111387,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,F06,2,4500,,6404,6404,6703,6702.5,6.298287928,,,1238.088468,1297.823427,6.5092051
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,A06,2,500,,75089,75089,70861,70860.5,8.439119183,,,1642.647507,1550.564527,8.398553918
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,B06,2,500,,66632,66632,70861,70860.5,8.439119183,,,1458.481548,1550.564527,8.398553918
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,G06,2,13500,,2929,2929,2544,2544,21.40220997,,,1620.577017,1387.315855,23.77837006
Plate_1LK05AB112,Sample 2,SARS-COV2 N-protein,L06,2,121500,,343,343,410,410,23.11031919,,,391.8756135,766.4711587,69.11650809
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,M24,2,364500,,267,267,307,306.5,18.22559077,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,B24,2,500,,71846,71846,73350,73349.5,2.898820157,,,1572.047797,1604.779256,2.884463576
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,L24,2,121500,,607,607,661,660.5,11.4550228,,,1863.370284,2159.655834,19.40175081
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,G24,2,13500,,3956,3956,3837,3837,4.386015479,,,2240.991218,2169.179447,4.681824777
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,C24,2,1500,,30294,30294,29747,29746.5,2.602934548,,,1993.148969,1957.109838,2.604198671
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,I24,2,40500,,1386,1386,1423,1422.5,3.628737787,,,2051.940805,2118.678454,4.454724501
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,N24,2,364500,,346,346,307,306.5,18.22559077,,,1226.216541,NaN,NaN
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,H24,2,13500,,3718,3718,3837,3837,4.386015479,,,2097.367675,2169.179447,4.681824777
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,J24,2,40500,,1459,1459,1423,1422.5,3.628737787,,,2185.416103,2118.678454,4.454724501
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,D24,2,1500,,29199,29199,29747,29746.5,2.602934548,,,1921.070706,1957.109838,2.604198671
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,E24,2,4500,,10686,10686,10368,10367.5,4.344605928,,,2093.186283,2029.700097,4.423462624
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,O24,2,1093500,,210,210,219,219,5.811836558,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,P24,2,1093500,,228,228,219,219,5.811836558,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,K24,2,121500,,714,714,661,660.5,11.4550228,,,2455.941384,2159.655834,19.40175081
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,A24,2,500,,74853,74853,73350,73349.5,2.898820157,,,1637.510715,1604.779256,2.884463576
Plate_1LK05AB112,Sample 20,SARS-COV2 N-protein,F24,2,4500,,10049,10049,10368,10367.5,4.344605928,,,1966.213911,2029.700097,4.423462624
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,H07,2,13500,,3582,3582,3540,3540,1.677880498,,,2015.258403,1989.893779,1.802658841
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,B07,2,500,,66915,66915,75701,75701,16.41362777,,,1464.647492,1655.872068,16.33171994
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,C07,2,1500,,31295,31295,27314,27314,20.61208242,,,2059.019685,1796.766178,20.64166566
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,M07,2,364500,,449,449,322,322,55.77798833,,,2955.087696,NaN,NaN
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,O07,2,1093500,,323,323,275,275,24.68445491,,,2513.465244,NaN,NaN
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,I07,2,40500,,1278,1278,1245,1244.5,3.806842454,,,1854.327933,1792.985081,4.83840576
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,N07,2,364500,,195,195,322,322,55.77798833,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,D07,2,1500,,23333,23333,27314,27314,20.61208242,,,1534.51267,1796.766178,20.64166566
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,E07,2,4500,,11882,11882,10392,10392,20.27692656,,,2331.403058,2034.400491,20.6461343
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,P07,2,1093500,,227,227,275,275,24.68445491,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,K07,2,121500,,579,579,520,520,16.04588465,,,1708.047824,1379.987588,33.61966724
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,J07,2,40500,,1211,1211,1245,1244.5,3.806842454,,,1731.642229,1792.985081,4.83840576
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,L07,2,121500,,461,461,520,520,16.04588465,,,1051.927352,1379.987588,33.61966724
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,A07,2,500,,84487,84487,75701,75701,16.41362777,,,1847.096644,1655.872068,16.33171994
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,F07,2,4500,,8902,8902,10392,10392,20.27692656,,,1737.397925,2034.400491,20.6461343
Plate_1LK05AB112,Sample 3,SARS-COV2 N-protein,G07,2,13500,,3498,3498,3540,3540,1.677880498,,,1964.529154,1989.893779,1.802658841
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,H08,2,13500,,2756,2756,2834,2834,3.892330906,,,1515.878658,1563.085055,4.271036107
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,B08,2,500,,62922,62922,64892,64891.5,4.292231819,,,1377.627589,1420.549279,4.273025713
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,C08,2,1500,,20832,20832,20110,20110,5.077385341,,,1369.451981,1321.762279,5.102538032
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,M08,2,364500,,360,360,335,335,10.55383256,,,1462.069154,1039.84403,57.42365959
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,O08,2,1093500,,212,212,185,184.5,21.07906394,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,N08,2,364500,,310,310,335,335,10.55383256,,,617.6189067,1039.84403,57.42365959
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,I08,2,40500,,921,921,927,927,0.915348584,,,1199.642084,1210.667069,1.287858878
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,D08,2,1500,,19388,19388,20110,20110,5.077385341,,,1274.072578,1321.762279,5.102538032
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,E08,2,4500,,8882,8882,8290,8290,10.09908841,,,1733.405845,1615.164463,10.3530365
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,K08,2,121500,,464,464,477,477,3.854250799,,,1068.645906,1141.046373,8.973318233
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,P08,2,1093500,,157,157,185,184.5,21.07906394,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,J08,2,40500,,933,933,927,927,0.915348584,,,1221.692054,1210.667069,1.287858878
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,L08,2,121500,,490,490,477,477,3.854250799,,,1213.44684,1141.046373,8.973318233
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,F08,2,4500,,7698,7698,8290,8290,10.09908841,,,1496.92308,1615.164463,10.3530365
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,A08,2,500,,66861,66861,64892,64891.5,4.292231819,,,1463.470969,1420.549279,4.273025713
Plate_1LK05AB112,Sample 4,SARS-COV2 N-protein,G08,2,13500,,2912,2912,2834,2834,3.892330906,,,1610.291452,1563.085055,4.271036107
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,H09,2,13500,,3799,3799,4066,4066,9.286645872,,,2146.257425,2307.294351,9.870461721
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,B09,2,500,,97572,97572,107373,107373,12.9089316,,,2131.434173,2344.111582,12.83092824
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,M09,2,364500,,413,413,391,390.5,8.148477632,,,2352.242886,1974.465001,27.05839852
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,C09,2,1500,,35822,35822,34580,34579.5,5.081508846,,,2356.696277,2275.01649,5.077442875
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,O09,2,1093500,,240,240,257,256.5,9.097280226,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,D09,2,1500,,33337,33337,34580,34579.5,5.081508846,,,2193.336702,2275.01649,5.077442875
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,I09,2,40500,,1636,1636,1531,1530.5,9.748417565,,,2508.75691,2316.00784,11.76975065
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,N09,2,364500,,368,368,391,390.5,8.148477632,,,1596.687116,1974.465001,27.05839852
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,E09,2,4500,,13339,13339,12285,12285,12.13334224,,,2621.317209,2411.541777,12.30197476
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,P09,2,1093500,,273,273,257,256.5,9.097280226,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,K09,2,121500,,741,741,690,690,10.45288285,,,2605.255251,2322.998588,17.18344571
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,J09,2,40500,,1425,1425,1531,1530.5,9.748417565,,,2123.258771,2316.00784,11.76975065
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,L09,2,121500,,639,639,690,690,10.45288285,,,2040.741924,2322.998588,17.18344571
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,A09,2,500,,117174,117174,107373,107373,12.9089316,,,2556.78899,2344.111582,12.83092824
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,F09,2,4500,,11231,11231,12285,12285,12.13334224,,,2201.766345,2411.541777,12.30197476
Plate_1LK05AB112,Sample 5,SARS-COV2 N-protein,G09,2,13500,,4333,4333,4066,4066,9.286645872,,,2468.331278,2307.294351,9.870461721
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,H10,2,13500,,6772,6772,7276,7276,9.796091746,,,3935.229022,4237.581287,10.09044181
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,B10,2,500,,118600,118600,126950,126949.5,9.301317563,,,2587.707658,2768.630065,9.241499086
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,M10,2,364500,,480,480,476,476,1.188414758,,,3473.319977,3406.486251,2.77462332
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,C10,2,1500,,59355,59355,53888,53888,14.34736035,,,3899.553814,3541.543704,14.29610352
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,O10,2,1093500,,297,297,294,294,1.443075064,,,1190.11052,1036.654973,20.93453665
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,D10,2,1500,,48421,48421,53888,53888,14.34736035,,,3183.533593,3541.543704,14.29610352
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,N10,2,364500,,472,472,476,476,1.188414758,,,3339.652525,3406.486251,2.77462332
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,I10,2,40500,,2501,2501,2538,2537.5,2.034238228,,,4084.309228,4150.651193,2.260409295
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,E10,2,4500,,20701,20701,19179,19179,11.22286377,,,4082.404836,3780.68171,11.28634911
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,K10,2,121500,,1056,1056,982,982,10.65700648,,,4342.535582,3934.893644,14.65078374
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,P10,2,1093500,,291,291,294,294,1.443075064,,,883.1994265,1036.654973,20.93453665
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,J10,2,40500,,2574,2574,2538,2537.5,2.034238228,,,4216.993157,4150.651193,2.260409295
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,L10,2,121500,,908,908,982,982,10.65700648,,,3527.251705,3934.893644,14.65078374
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,F10,2,4500,,17657,17657,19179,19179,11.22286377,,,3478.958585,3780.68171,11.28634911
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,A10,2,500,,135299,135299,126950,126949.5,9.301317563,,,2949.552472,2768.630065,9.241499086
Plate_1LK05AB112,Sample 6,SARS-COV2 N-protein,G10,2,13500,,7780,7780,7276,7276,9.796091746,,,4539.933552,4237.581287,10.09044181
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,H11,2,13500,,2939,2939,3264,3263.5,14.06196724,,,1626.627079,1822.754283,15.21684813
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,B11,2,500,,62614,62614,71005,71004.5,16.71155898,,,1370.913367,1553.630814,16.63210399
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,C11,2,1500,,28525,28525,22945,22945,34.39229321,,,1876.692989,1508.517504,34.5159246
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,M11,2,364500,,385,385,325,325,26.10855807,,,1882.426648,NaN,NaN
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,O11,2,1093500,,234,234,259,258.5,13.40357148,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,I11,2,40500,,1241,1241,1276,1276,3.879112436,,,1786.585317,1850.656927,4.896150005
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,N11,2,364500,,265,265,325,325,26.10855807,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,D11,2,1500,,17365,17365,22945,22945,34.39229321,,,1140.342019,1508.517504,34.5159246
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,E11,2,4500,,10153,10153,9014,9013.5,17.878697,,,1986.948914,1759.522268,18.27938491
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,P11,2,1093500,,283,283,259,258.5,13.40357148,,,472.4002165,NaN,NaN
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,K11,2,121500,,539,539,553,552.5,3.455544451,,,1485.938322,1560.915153,6.793018305
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,J11,2,40500,,1311,1311,1276,1276,3.879112436,,,1914.728536,1850.656927,4.896150005
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,L11,2,121500,,566,566,553,552.5,3.455544451,,,1635.891985,1560.915153,6.793018305
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,A11,2,500,,79395,79395,71005,71004.5,16.71155898,,,1736.348262,1553.630814,16.63210399
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,F11,2,4500,,7874,7874,9014,9013.5,17.878697,,,1532.095621,1759.522268,18.27938491
Plate_1LK05AB112,Sample 7,SARS-COV2 N-protein,G11,2,13500,,3588,3588,3264,3263.5,14.06196724,,,2018.881486,1822.754283,15.21684813
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,H12,2,13500,,11530,11530,12264,12263.5,8.458642704,,,6783.947264,7221.912502,8.576348425
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,B12,2,500,,227789,227789,243141,243140.5,8.929116911,,,4947.873442,5278.729508,8.863896797
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,C12,2,1500,,99286,99286,94959,94959,6.444151775,,,6505.962975,6223.988511,6.407018753
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,M12,2,364500,,784,784,778,777.5,1.182300727,,,8528.690606,8420.951743,1.809365103
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,O12,2,1093500,,438,438,395,395,15.39523625,,,8313.036061,6147.529991,49.81656142
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,N12,2,364500,,771,771,778,777.5,1.182300727,,,8313.212879,8420.951743,1.809365103
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,I12,2,40500,,4214,4214,4103,4103,3.825925065,,,7189.776739,6988.951231,4.063702079
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,D12,2,1500,,90632,90632,94959,94959,6.444151775,,,5942.014047,6223.988511,6.407018753
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,E12,2,4500,,39906,39906,36025,36024.5,15.23760203,,,7874.877562,7109.650453,15.2214875
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,K12,2,121500,,1886,1886,1729,1728.5,12.88623871,,,8894.503647,8032.344001,15.17960217
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,P12,2,1093500,,352,352,395,395,15.39523625,,,3982.023921,6147.529991,49.81656142
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,J12,2,40500,,3992,3992,4103,4103,3.825925065,,,6788.125724,6988.951231,4.063702079
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,L12,2,121500,,1571,1571,1729,1728.5,12.88623871,,,7170.184355,8032.344001,15.17960217
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,F12,2,4500,,32143,32143,36025,36024.5,15.23760203,,,6344.423345,7109.650453,15.2214875
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,A12,2,500,,258492,258492,243141,243140.5,8.929116911,,,5609.585574,5278.729508,8.863896797
Plate_1LK05AB112,Sample 8,SARS-COV2 N-protein,G12,2,13500,,12997,12997,12264,12263.5,8.458642704,,,7659.877739,7221.912502,8.576348425
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,H13,2,13500,,1012,1012,1050,1049.5,5.053168994,,,455.5897811,478.5239882,6.777897779
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,B13,2,500,,25444,25444,24250,24249.5,6.966238893,,,557.9040108,531.6475536,6.984371063
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,M13,2,364500,,204,204,195,194.5,6.907469842,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,C13,2,1500,,6097,6097,6020,6019.5,1.820774999,,,392.2044797,387.0297182,1.890867194
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,O13,2,1093500,,216,216,191,190.5,18.93041776,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,D13,2,1500,,5942,5942,6020,6019.5,1.820774999,,,381.8549566,387.0297182,1.890867194
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,I13,2,40500,,448,448,431,430.5,5.748835619,,,326.4842037,293.9222622,15.66725125
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,N13,2,364500,,185,185,195,194.5,6.907469842,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,E13,2,4500,,3239,3239,2926,2925.5,15.15487786,,,602.6798941,539.4536596,16.57517691
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,P13,2,1093500,,165,165,191,190.5,18.93041776,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,K13,2,121500,,322,322,282,282,20.05976684,,,273.6344038,NaN,NaN
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,J13,2,40500,,413,413,431,430.5,5.748835619,,,261.3603207,293.9222622,15.66725125
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,L13,2,121500,,242,242,282,282,20.05976684,,,NaN,NaN,NaN
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,A13,2,500,,23055,23055,24250,24249.5,6.966238893,,,505.3910964,531.6475536,6.984371063
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,F13,2,4500,,2612,2612,2926,2925.5,15.15487786,,,476.227425,539.4536596,16.57517691
Plate_1LK05AB112,Sample 9,SARS-COV2 N-protein,G13,2,13500,,1087,1087,1050,1049.5,5.053168994,,,501.4581953,478.5239882,6.777897779
Plate_1LK05AB112,VIP 4plex Cont 1,SARS-COV2 N-protein,M02,2,1,,35626,35626,36304,36303.66667,2.024598878,,,1.562543513,1.592230451,2.022167995
Plate_1LK05AB112,VIP 4plex Cont 1,SARS-COV2 N-protein,M01,2,1,,36200,36200,36304,36303.66667,2.024598878,,,1.587690988,1.592230451,2.022167995
Plate_1LK05AB112,VIP 4plex Cont 1,SARS-COV2 N-protein,M03,2,1,,37085,37085,36304,36303.66667,2.024598878,,,1.626456854,1.592230451,2.022167995
Plate_1LK05AB112,VIP 4plex Cont 2,SARS-COV2 N-protein,N01,2,1,,804540,804540,821770,821769.6667,3.414964837,,,34.62293581,35.35880961,3.389691771
Plate_1LK05AB112,VIP 4plex Cont 2,SARS-COV2 N-protein,N02,2,1,,854152,854152,821770,821769.6667,3.414964837,,,36.74183301,35.35880961,3.389691771
Plate_1LK05AB112,VIP 4plex Cont 2,SARS-COV2 N-protein,N03,2,1,,806617,806617,821770,821769.6667,3.414964837,,,34.71166003,35.35880961,3.389691771
Plate_1LK05AB112,VIP 4plex Cont 3,SARS-COV2 N-protein,O03,2,1,,283066,283066,286322,286322,2.816760118,,,12.27748537,12.41762681,2.795660585
Plate_1LK05AB112,VIP 4plex Cont 3,SARS-COV2 N-protein,O01,2,1,,280394,280394,286322,286322,2.816760118,,,12.1624489,12.41762681,2.795660585
Plate_1LK05AB112,VIP 4plex Cont 3,SARS-COV2 N-protein,O02,2,1,,295506,295506,286322,286322,2.816760118,,,12.81294615,12.41762681,2.795660585
Plate_1LK05AB112,VIP 4plex Cont 4,SARS-COV2 N-protein,P02,2,1,,1676347,1676347,1604198,1604198,5.295949791,,,71.77390128,68.70388155,5.262025601
Plate_1LK05AB112,VIP 4plex Cont 4,SARS-COV2 N-protein,P01,2,1,,1510559,1510559,1604198,1604198,5.295949791,,,64.71917381,68.70388155,5.262025601
Plate_1LK05AB112,VIP 4plex Cont 4,SARS-COV2 N-protein,P03,2,1,,1625688,1625688,1604198,1604198,5.295949791,,,69.61856956,68.70388155,5.262025601
Plate_1LK05AB112,Blank (Diluent),SARS-COV2 RBD,I03,3,,,91,,101,,15.17085863,,,,,
Plate_1LK05AB112,Blank (Diluent),SARS-COV2 RBD,I01,3,,,119,,101,,15.17085863,,,,,
Plate_1LK05AB112,Blank (Diluent),SARS-COV2 RBD,I02,3,,,94,,101,,15.17085863,,,,,
Plate_1LK05AB112,CAL1,SARS-COV2 RBD,A03,3,,30,856965,856965,788762,788761.6667,11.47778038,108.5456154,99.83435601,32.56368462,29.9503068,11.57590148
Plate_1LK05AB112,CAL1,SARS-COV2 RBD,A01,3,,30,823270,823270,788762,788761.6667,11.47778038,104.233348,99.83435601,31.27000441,29.9503068,11.57590148
Plate_1LK05AB112,CAL1,SARS-COV2 RBD,A02,3,,30,686050,686050,788762,788761.6667,11.47778038,86.72410458,99.83435601,26.01723138,29.9503068,11.57590148
Plate_1LK05AB112,CAL2,SARS-COV2 RBD,B03,3,,7.5,215769,215769,201770,201770.3333,11.11764883,108.999012,101.9507484,8.174925902,7.646306132,11.07833055
Plate_1LK05AB112,CAL2,SARS-COV2 RBD,B02,3,,7.5,175897,175897,201770,201770.3333,11.11764883,88.92367599,101.9507484,6.669275699,7.646306132,11.07833055
Plate_1LK05AB112,CAL2,SARS-COV2 RBD,B01,3,,7.5,213645,213645,201770,201770.3333,11.11764883,107.9295572,101.9507484,8.094716794,7.646306132,11.07833055
Plate_1LK05AB112,CAL3,SARS-COV2 RBD,C01,3,,1.875,50282,50282,47038,47037.66667,6.079972034,102.3089467,95.73745927,1.91829275,1.795077361,6.050744976
Plate_1LK05AB112,CAL3,SARS-COV2 RBD,C02,3,,1.875,44882,44882,47038,47037.66667,6.079972034,91.37072592,95.73745927,1.713201111,1.795077361,6.050744976
Plate_1LK05AB112,CAL3,SARS-COV2 RBD,C03,3,,1.875,45949,45949,47038,47037.66667,6.079972034,93.53270521,95.73745927,1.753738223,1.795077361,6.050744976
